#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
TARA_ARC_108_MAG_00212_000000000375_6	34506.g3624	3.07e-31	133.0	COG5272@1|root,KOG0001@2759|Eukaryota,38ECC@33154|Opisthokonta,3B9NC@33208|Metazoa,3CXIG@33213|Bilateria,40BQK@6231|Nematoda,1KUS7@119089|Chromadorea,40S07@6236|Rhabditida	33208|Metazoa	O	Ubiquitin-like domain	UBB	GO:0000003,GO:0000280,GO:0000902,GO:0003006,GO:0003674,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0005700,GO:0005704,GO:0005737,GO:0005739,GO:0005829,GO:0006139,GO:0006259,GO:0006281,GO:0006464,GO:0006508,GO:0006511,GO:0006725,GO:0006807,GO:0006810,GO:0006928,GO:0006950,GO:0006974,GO:0006996,GO:0007017,GO:0007018,GO:0007049,GO:0007127,GO:0007140,GO:0007141,GO:0007143,GO:0007144,GO:0007275,GO:0007276,GO:0007292,GO:0007399,GO:0007417,GO:0007420,GO:0007548,GO:0008150,GO:0008152,GO:0008406,GO:0008584,GO:0008585,GO:0009056,GO:0009057,GO:0009653,GO:0009888,GO:0009894,GO:0009966,GO:0009967,GO:0009987,GO:0010646,GO:0010647,GO:0010941,GO:0010942,GO:0010970,GO:0016043,GO:0016567,GO:0019222,GO:0019538,GO:0019941,GO:0019953,GO:0021536,GO:0021761,GO:0021854,GO:0021872,GO:0021879,GO:0021884,GO:0021886,GO:0021888,GO:0021953,GO:0021954,GO:0021979,GO:0022008,GO:0022402,GO:0022412,GO:0022414,GO:0023051,GO:0023056,GO:0030030,GO:0030154,GO:0030162,GO:0030163,GO:0030182,GO:0030705,GO:0030900,GO:0031175,GO:0031323,GO:0031329,GO:0031386,GO:0031974,GO:0031981,GO:0032268,GO:0032446,GO:0032501,GO:0032502,GO:0032504,GO:0032989,GO:0032990,GO:0033554,GO:0034641,GO:0034643,GO:0035295,GO:0036211,GO:0036477,GO:0042176,GO:0042391,GO:0042592,GO:0042981,GO:0042995,GO:0043005,GO:0043025,GO:0043065,GO:0043067,GO:0043068,GO:0043170,GO:0043209,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043412,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044297,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0044703,GO:0045137,GO:0046483,GO:0046545,GO:0046546,GO:0046660,GO:0046661,GO:0046907,GO:0047497,GO:0048232,GO:0048285,GO:0048468,GO:0048513,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0048608,GO:0048609,GO:0048666,GO:0048699,GO:0048731,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0048871,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051179,GO:0051234,GO:0051246,GO:0051321,GO:0051603,GO:0051640,GO:0051641,GO:0051646,GO:0051649,GO:0051654,GO:0051656,GO:0051704,GO:0051716,GO:0051881,GO:0060255,GO:0060322,GO:0060612,GO:0060613,GO:0061136,GO:0061448,GO:0061458,GO:0061982,GO:0065007,GO:0065008,GO:0070013,GO:0070647,GO:0071704,GO:0071840,GO:0072384,GO:0072520,GO:0080090,GO:0090304,GO:0097009,GO:0097458,GO:0098687,GO:0099111,GO:0120025,GO:0120036,GO:0120039,GO:0140013,GO:1901214,GO:1901360,GO:1901564,GO:1901565,GO:1901575,GO:1901796,GO:1901798,GO:1902253,GO:1902255,GO:1902531,GO:1902533,GO:1903046,GO:1903050,GO:1903362,GO:2001233,GO:2001235,GO:2001242,GO:2001244	-	ko:K04551,ko:K08770	ko03320,ko04137,ko04144,ko05012,ko05167,map03320,map04137,map04144,map05012,map05167	-	-	-	ko00000,ko00001,ko04121,ko04147	-	-	-	ubiquitin
TARA_ARC_108_MAG_00212_000000000376_1	159749.K0SXW3	7.87e-27	120.0	2E57D@1|root,2SC1P@2759|Eukaryota,2XG98@2836|Bacillariophyta	2836|Bacillariophyta	S	Helicase associated domain	-	-	-	-	-	-	-	-	-	-	-	-	HA
TARA_ARC_108_MAG_00212_000000000378_1	2850.Phatr20342	2.06e-131	389.0	COG0069@1|root,KOG0399@2759|Eukaryota,2XB4G@2836|Bacillariophyta	2836|Bacillariophyta	E	Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster	-	-	1.4.1.13,1.4.1.14	ko:K00266	ko00250,ko00910,ko01100,ko01110,ko01120,ko01130,ko01230,map00250,map00910,map01100,map01110,map01120,map01130,map01230	-	R00093,R00114,R00248	RC00006,RC00010,RC02799	ko00000,ko00001,ko01000	-	-	-	Fer4_20,Pyr_redox_2
TARA_ARC_108_MAG_00212_000000000378_2	2850.Phatr20342	4.12e-166	482.0	COG0069@1|root,KOG0399@2759|Eukaryota,2XB4G@2836|Bacillariophyta	2836|Bacillariophyta	E	Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster	-	-	1.4.1.13,1.4.1.14	ko:K00266	ko00250,ko00910,ko01100,ko01110,ko01120,ko01130,ko01230,map00250,map00910,map01100,map01110,map01120,map01130,map01230	-	R00093,R00114,R00248	RC00006,RC00010,RC02799	ko00000,ko00001,ko01000	-	-	-	Fer4_20,Pyr_redox_2
TARA_ARC_108_MAG_00212_000000000379_1	2850.Phatr10724	1.78e-44	147.0	COG5078@1|root,KOG0427@2759|Eukaryota,2XCDR@2836|Bacillariophyta	2836|Bacillariophyta	O	Belongs to the ubiquitin-conjugating enzyme family	-	-	2.3.2.25	ko:K10688	ko04120,map04120	-	-	-	ko00000,ko00001,ko01000,ko04121	-	-	-	UQ_con
TARA_ARC_108_MAG_00212_000000000379_2	2850.Phatr44639	1.74e-88	280.0	COG0226@1|root,2RM1E@2759|Eukaryota,2XDQH@2836|Bacillariophyta	2836|Bacillariophyta	P	PBP superfamily domain	-	-	-	-	-	-	-	-	-	-	-	-	PBP_like_2
TARA_ARC_108_MAG_00212_000000000379_3	2850.Phatr44639	2.51e-21	99.4	COG0226@1|root,2RM1E@2759|Eukaryota,2XDQH@2836|Bacillariophyta	2836|Bacillariophyta	P	PBP superfamily domain	-	-	-	-	-	-	-	-	-	-	-	-	PBP_like_2
TARA_ARC_108_MAG_00212_000000000380_1	159749.K0TEV7	1.58e-123	395.0	COG1112@1|root,KOG1802@2759|Eukaryota,2XGPP@2836|Bacillariophyta	2836|Bacillariophyta	L	AAA domain	-	-	-	ko:K14326	ko03013,ko03015,map03013,map03015	M00430	-	-	ko00000,ko00001,ko00002,ko01000,ko03019	-	-	-	AAA_11,AAA_12
TARA_ARC_108_MAG_00212_000000000380_3	35128.Thaps5175	1.68e-62	206.0	COG0196@1|root,KOG3110@2759|Eukaryota,2XCSI@2836|Bacillariophyta	2836|Bacillariophyta	H	Riboflavin kinase	-	-	2.7.1.26	ko:K00861	ko00740,ko01100,ko01110,map00740,map01100,map01110	M00125	R00549	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	Flavokinase
TARA_ARC_108_MAG_00212_000000000381_1	2850.Phatr31942	3.42e-75	242.0	COG5024@1|root,KOG0655@2759|Eukaryota	2759|Eukaryota	D	Belongs to the cyclin family	CCNE1	GO:0000003,GO:0000079,GO:0000082,GO:0000083,GO:0000122,GO:0000278,GO:0000280,GO:0000307,GO:0000723,GO:0000785,GO:0001541,GO:0001547,GO:0001654,GO:0001708,GO:0001709,GO:0001745,GO:0001889,GO:0001932,GO:0002009,GO:0002064,GO:0002065,GO:0002066,GO:0002165,GO:0003006,GO:0003674,GO:0003712,GO:0003713,GO:0003824,GO:0004672,GO:0004674,GO:0004693,GO:0005102,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0005737,GO:0005813,GO:0005815,GO:0005829,GO:0005856,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006270,GO:0006275,GO:0006277,GO:0006355,GO:0006357,GO:0006464,GO:0006468,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0006996,GO:0007049,GO:0007050,GO:0007059,GO:0007088,GO:0007096,GO:0007127,GO:0007129,GO:0007154,GO:0007165,GO:0007166,GO:0007267,GO:0007275,GO:0007276,GO:0007277,GO:0007281,GO:0007292,GO:0007304,GO:0007306,GO:0007307,GO:0007346,GO:0007399,GO:0007400,GO:0007422,GO:0007423,GO:0007444,GO:0007472,GO:0007476,GO:0007548,GO:0007552,GO:0007560,GO:0007584,GO:0008134,GO:0008150,GO:0008152,GO:0008283,GO:0008284,GO:0008356,GO:0008406,GO:0008585,GO:0009058,GO:0009059,GO:0009605,GO:0009636,GO:0009653,GO:0009719,GO:0009725,GO:0009755,GO:0009790,GO:0009791,GO:0009792,GO:0009886,GO:0009887,GO:0009888,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009966,GO:0009967,GO:0009987,GO:0009991,GO:0010033,GO:0010243,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010564,GO:0010604,GO:0010605,GO:0010608,GO:0010628,GO:0010629,GO:0010646,GO:0010647,GO:0010927,GO:0010941,GO:0010942,GO:0014016,GO:0014017,GO:0014070,GO:0014074,GO:0015630,GO:0016043,GO:0016055,GO:0016301,GO:0016310,GO:0016538,GO:0016740,GO:0016772,GO:0016773,GO:0018130,GO:0019207,GO:0019219,GO:0019220,GO:0019222,GO:0019438,GO:0019538,GO:0019827,GO:0019887,GO:0019899,GO:0019900,GO:0019901,GO:0019953,GO:0022008,GO:0022402,GO:0022412,GO:0022414,GO:0022602,GO:0022607,GO:0023051,GO:0023052,GO:0023056,GO:0030154,GO:0030182,GO:0030234,GO:0030518,GO:0030521,GO:0030522,GO:0030703,GO:0030707,GO:0030855,GO:0031099,GO:0031100,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031396,GO:0031397,GO:0031399,GO:0031400,GO:0031667,GO:0031668,GO:0031669,GO:0031670,GO:0031960,GO:0031974,GO:0031981,GO:0032200,GO:0032268,GO:0032269,GO:0032355,GO:0032501,GO:0032502,GO:0032504,GO:0032570,GO:0032870,GO:0032879,GO:0032880,GO:0032989,GO:0032991,GO:0033043,GO:0033197,GO:0033273,GO:0033993,GO:0034097,GO:0034641,GO:0034645,GO:0034654,GO:0035019,GO:0035107,GO:0035112,GO:0035114,GO:0035120,GO:0035220,GO:0035239,GO:0035257,GO:0035258,GO:0035262,GO:0035295,GO:0035736,GO:0036211,GO:0040007,GO:0040026,GO:0040028,GO:0040035,GO:0042023,GO:0042127,GO:0042221,GO:0042325,GO:0042493,GO:0042592,GO:0042698,GO:0042981,GO:0043065,GO:0043067,GO:0043068,GO:0043086,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043401,GO:0043412,GO:0043549,GO:0044085,GO:0044092,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044430,GO:0044444,GO:0044446,GO:0044464,GO:0044703,GO:0044719,GO:0044770,GO:0044772,GO:0044786,GO:0044843,GO:0044877,GO:0045035,GO:0045132,GO:0045137,GO:0045143,GO:0045165,GO:0045471,GO:0045595,GO:0045597,GO:0045786,GO:0045787,GO:0045859,GO:0045892,GO:0045893,GO:0045930,GO:0045931,GO:0045934,GO:0045935,GO:0046425,GO:0046427,GO:0046483,GO:0046545,GO:0046660,GO:0046677,GO:0048285,GO:0048468,GO:0048477,GO:0048511,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048545,GO:0048563,GO:0048569,GO:0048580,GO:0048582,GO:0048583,GO:0048584,GO:0048589,GO:0048592,GO:0048608,GO:0048609,GO:0048646,GO:0048663,GO:0048665,GO:0048699,GO:0048707,GO:0048729,GO:0048731,GO:0048732,GO:0048736,GO:0048737,GO:0048749,GO:0048806,GO:0048815,GO:0048856,GO:0048863,GO:0048865,GO:0048867,GO:0048869,GO:0050681,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050896,GO:0051052,GO:0051094,GO:0051128,GO:0051171,GO:0051172,GO:0051173,GO:0051174,GO:0051239,GO:0051240,GO:0051246,GO:0051248,GO:0051252,GO:0051253,GO:0051254,GO:0051276,GO:0051301,GO:0051302,GO:0051321,GO:0051338,GO:0051348,GO:0051384,GO:0051385,GO:0051412,GO:0051427,GO:0051438,GO:0051444,GO:0051445,GO:0051446,GO:0051597,GO:0051704,GO:0051716,GO:0051726,GO:0051728,GO:0051729,GO:0051782,GO:0051783,GO:0060184,GO:0060249,GO:0060255,GO:0060341,GO:0060429,GO:0060562,GO:0061008,GO:0061062,GO:0061063,GO:0061458,GO:0061695,GO:0061982,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070192,GO:0070887,GO:0071310,GO:0071383,GO:0071396,GO:0071407,GO:0071495,GO:0071496,GO:0071704,GO:0071840,GO:0071850,GO:0071897,GO:0071900,GO:0080090,GO:0090066,GO:0090068,GO:0090304,GO:0090596,GO:0097134,GO:0097135,GO:0097305,GO:0097472,GO:0098727,GO:0098772,GO:0098813,GO:0140013,GO:0140096,GO:0140110,GO:0198738,GO:1900087,GO:1901360,GO:1901362,GO:1901564,GO:1901576,GO:1901654,GO:1901698,GO:1901700,GO:1901987,GO:1901989,GO:1901990,GO:1901992,GO:1902494,GO:1902531,GO:1902533,GO:1902554,GO:1902679,GO:1902680,GO:1902806,GO:1902808,GO:1902911,GO:1903046,GO:1903047,GO:1903320,GO:1903321,GO:1903506,GO:1903507,GO:1903508,GO:1903827,GO:1903829,GO:1904029,GO:1904375,GO:1904666,GO:1904667,GO:1904776,GO:1904779,GO:1904781,GO:1904892,GO:1904894,GO:1905114,GO:1990234,GO:2000026,GO:2000045,GO:2000112,GO:2000113,GO:2000241,GO:2000243,GO:2001141	-	ko:K06626,ko:K21777	ko04110,ko04114,ko04115,ko04151,ko04218,ko04391,ko04934,ko05161,ko05162,ko05165,ko05200,ko05203,ko05206,ko05215,ko05222,ko05226,map04110,map04114,map04115,map04151,map04218,map04391,map04934,map05161,map05162,map05165,map05200,map05203,map05206,map05215,map05222,map05226	M00692	-	-	ko00000,ko00001,ko00002,ko03032,ko03036	-	-	-	Cyclin_C,Cyclin_N
TARA_ARC_108_MAG_00212_000000000381_6	35128.Thaps36788	1.25e-151	439.0	COG1260@1|root,KOG0693@2759|Eukaryota,2XBJN@2836|Bacillariophyta	2836|Bacillariophyta	I	Myo-inositol-1-phosphate synthase	-	-	5.5.1.4	ko:K01858	ko00521,ko00562,ko01100,ko01130,map00521,map00562,map01100,map01130	-	R07324	RC01804	ko00000,ko00001,ko01000	-	-	-	Inos-1-P_synth,NAD_binding_5
TARA_ARC_108_MAG_00212_000000000382_3	2850.Phatr46043	4.31e-08	62.4	2D57B@1|root,2SXMH@2759|Eukaryota,2XGFJ@2836|Bacillariophyta	2836|Bacillariophyta	O	Ring finger domain	-	-	-	-	-	-	-	-	-	-	-	-	zf-RING_2
TARA_ARC_108_MAG_00212_000000000383_1	2850.Phatr44152	0.000266	45.1	2D3IX@1|root,2SRQV@2759|Eukaryota,2XGYB@2836|Bacillariophyta	2836|Bacillariophyta	S	PLAC8 family	-	-	-	-	-	-	-	-	-	-	-	-	PLAC8
TARA_ARC_108_MAG_00212_000000000383_2	2850.Phatr44152	3.04e-24	102.0	2D3IX@1|root,2SRQV@2759|Eukaryota,2XGYB@2836|Bacillariophyta	2836|Bacillariophyta	S	PLAC8 family	-	-	-	-	-	-	-	-	-	-	-	-	PLAC8
TARA_ARC_108_MAG_00212_000000000383_4	2850.Phatr47900	2.21e-06	53.5	2F9J0@1|root,2TAQI@2759|Eukaryota,2XHHC@2836|Bacillariophyta	2836|Bacillariophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TARA_ARC_108_MAG_00212_000000000384_3	35128.Thaps22820	6.11e-05	48.1	KOG1362@1|root,KOG1362@2759|Eukaryota,2XE2Q@2836|Bacillariophyta	2836|Bacillariophyta	I	Belongs to the CTL (choline transporter-like) family	-	-	-	-	-	-	-	-	-	-	-	-	Choline_transpo
TARA_ARC_108_MAG_00212_000000000384_4	35128.Thaps22820	4.5e-38	144.0	KOG1362@1|root,KOG1362@2759|Eukaryota,2XE2Q@2836|Bacillariophyta	2836|Bacillariophyta	I	Belongs to the CTL (choline transporter-like) family	-	-	-	-	-	-	-	-	-	-	-	-	Choline_transpo
TARA_ARC_108_MAG_00212_000000000384_5	35128.Thaps22820	8.16e-34	128.0	KOG1362@1|root,KOG1362@2759|Eukaryota,2XE2Q@2836|Bacillariophyta	2836|Bacillariophyta	I	Belongs to the CTL (choline transporter-like) family	-	-	-	-	-	-	-	-	-	-	-	-	Choline_transpo
TARA_ARC_108_MAG_00212_000000000384_6	159749.K0SBQ5	1.11e-37	141.0	KOG1362@1|root,KOG1362@2759|Eukaryota,2XE2Q@2836|Bacillariophyta	2836|Bacillariophyta	I	Belongs to the CTL (choline transporter-like) family	-	-	-	-	-	-	-	-	-	-	-	-	Choline_transpo
TARA_ARC_108_MAG_00212_000000000384_7	2850.Phatr28568	2.56e-212	608.0	COG0141@1|root,KOG1002@2759|Eukaryota,2XA6R@2836|Bacillariophyta	2836|Bacillariophyta	A	SNF2 family N-terminal domain	-	-	-	ko:K15083	-	-	-	-	ko00000,ko03400	-	-	-	Helicase_C,SNF2_N
TARA_ARC_108_MAG_00212_000000000384_8	159749.K0TAR5	2.18e-13	79.0	COG0141@1|root,KOG1002@2759|Eukaryota,2XA6R@2836|Bacillariophyta	2836|Bacillariophyta	A	SNF2 family N-terminal domain	-	-	-	ko:K15083	-	-	-	-	ko00000,ko03400	-	-	-	Helicase_C,SNF2_N
TARA_ARC_108_MAG_00212_000000000384_9	159749.K0TAR5	2.27e-72	260.0	COG0141@1|root,KOG1002@2759|Eukaryota,2XA6R@2836|Bacillariophyta	2836|Bacillariophyta	A	SNF2 family N-terminal domain	-	-	-	ko:K15083	-	-	-	-	ko00000,ko03400	-	-	-	Helicase_C,SNF2_N
TARA_ARC_108_MAG_00212_000000000384_10	2850.Phatr32929	0.000395	48.9	KOG1362@1|root,KOG1362@2759|Eukaryota,2XE2Q@2836|Bacillariophyta	2836|Bacillariophyta	I	Belongs to the CTL (choline transporter-like) family	-	-	-	-	-	-	-	-	-	-	-	-	Choline_transpo
TARA_ARC_108_MAG_00212_000000000384_11	35128.Thaps5896	1.79e-35	139.0	COG5065@1|root,KOG1642@1|root,KOG1642@2759|Eukaryota,KOG4554@2759|Eukaryota,2XF4Z@2836|Bacillariophyta	2836|Bacillariophyta	P	Phosphate transport (Pho88)	-	-	3.1.27.1	ko:K01166	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	Pho88
TARA_ARC_108_MAG_00212_000000000385_3	2850.Phatr48686	2.4e-17	91.3	2EWK1@1|root,2SYDA@2759|Eukaryota,2XHSN@2836|Bacillariophyta	2836|Bacillariophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TARA_ARC_108_MAG_00212_000000000386_2	1182553.XP_007749225.1	1.1e-09	70.1	COG4188@1|root,KOG3847@2759|Eukaryota,39RRW@33154|Opisthokonta,3NX8X@4751|Fungi,3QNZK@4890|Ascomycota,20FP0@147545|Eurotiomycetes,3MPQG@451870|Chaetothyriomycetidae	4751|Fungi	I	phospholipase	-	GO:0003674,GO:0003824,GO:0003847,GO:0006629,GO:0006644,GO:0006793,GO:0006796,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009056,GO:0009395,GO:0009987,GO:0016042,GO:0016787,GO:0016788,GO:0019637,GO:0033554,GO:0034599,GO:0042221,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0046434,GO:0050896,GO:0051716,GO:0052689,GO:0070887,GO:0071704,GO:1901575	3.1.1.47	ko:K01062	ko00565,ko01100,ko01110,ko01130,map00565,map01100,map01110,map01130	-	R04452	RC00037,RC00094	ko00000,ko00001,ko01000	-	-	-	PAF-AH_p_II
TARA_ARC_108_MAG_00212_000000000387_1	2850.Phatr49520	1.05e-37	146.0	2EXTR@1|root,2SZEH@2759|Eukaryota,2XDZ1@2836|Bacillariophyta	2836|Bacillariophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TARA_ARC_108_MAG_00212_000000000388_1	2850.Phatr45660	1.22e-105	333.0	29GN1@1|root,2RPUA@2759|Eukaryota,2XBMA@2836|Bacillariophyta	2836|Bacillariophyta	I	Patatin-like phospholipase	-	-	-	-	-	-	-	-	-	-	-	-	Patatin
TARA_ARC_108_MAG_00212_000000000388_2	2850.Phatr43688	1.11e-43	164.0	2DV2V@1|root,2S6MF@2759|Eukaryota,2XC6Z@2836|Bacillariophyta	2836|Bacillariophyta	S	Methyltransferase domain	-	-	-	-	-	-	-	-	-	-	-	-	Methyltransf_31
TARA_ARC_108_MAG_00212_000000000389_1	1121115.AXVN01000021_gene1704	0.000326	49.7	COG0539@1|root,COG0539@2|Bacteria,1UYC5@1239|Firmicutes,24AJ1@186801|Clostridia,3XZE6@572511|Blautia	186801|Clostridia	J	Psort location Cytoplasmic, score 9.98	rpsA	-	-	ko:K02945	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	S1
TARA_ARC_108_MAG_00212_000000000390_2	2850.Phatr48463	4.58e-152	473.0	29P4B@1|root,2RWFQ@2759|Eukaryota,2XFAG@2836|Bacillariophyta	2836|Bacillariophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TARA_ARC_108_MAG_00212_000000000391_3	2850.Phatr32345	5.45e-43	162.0	2E9BB@1|root,2SFQ2@2759|Eukaryota,2XD22@2836|Bacillariophyta	2836|Bacillariophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TARA_ARC_108_MAG_00212_000000000391_4	2850.Phatr17115	2.63e-38	139.0	COG0042@1|root,KOG2335@2759|Eukaryota,2XG9H@2836|Bacillariophyta	2836|Bacillariophyta	J	Dihydrouridine synthase (Dus)	-	-	-	ko:K05539	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	Dus
TARA_ARC_108_MAG_00212_000000000392_1	6500.XP_005110243.1	8.43e-74	256.0	KOG2489@1|root,KOG2489@2759|Eukaryota,38BC2@33154|Opisthokonta,3BAS7@33208|Metazoa,3CWDC@33213|Bilateria	33208|Metazoa	S	apoptotic process	CLPTM1L	GO:0005575,GO:0016020,GO:0016021,GO:0031224,GO:0044425	-	-	-	-	-	-	-	-	-	-	CLPTM1
TARA_ARC_108_MAG_00212_000000000392_2	159749.K0QZA8	2.75e-33	133.0	COG5307@1|root,KOG0928@2759|Eukaryota,2XFH7@2836|Bacillariophyta	2836|Bacillariophyta	U	Sec7 domain	-	-	-	-	-	-	-	-	-	-	-	-	Sec7
TARA_ARC_108_MAG_00212_000000000392_3	2850.Phatr54143	0.0	1173.0	COG5307@1|root,KOG0928@2759|Eukaryota,2XFH7@2836|Bacillariophyta	2836|Bacillariophyta	U	Sec7 domain	-	-	-	-	-	-	-	-	-	-	-	-	Sec7
TARA_ARC_108_MAG_00212_000000000392_4	159749.K0SXU4	8.7e-38	145.0	COG5110@1|root,KOG2005@2759|Eukaryota,2XBHJ@2836|Bacillariophyta	2836|Bacillariophyta	O	regulation of protein catabolic process	RPN1	-	-	ko:K03028	ko03050,ko05169,map03050,map05169	M00341	-	-	ko00000,ko00001,ko00002,ko03051	-	-	-	-
TARA_ARC_108_MAG_00212_000000000392_5	2850.Phatr13622	6.09e-58	200.0	COG5110@1|root,KOG2005@2759|Eukaryota,2XBHJ@2836|Bacillariophyta	2836|Bacillariophyta	O	regulation of protein catabolic process	RPN1	-	-	ko:K03028	ko03050,ko05169,map03050,map05169	M00341	-	-	ko00000,ko00001,ko00002,ko03051	-	-	-	-
TARA_ARC_108_MAG_00212_000000000392_6	2850.Phatr13622	0.0	1040.0	COG5110@1|root,KOG2005@2759|Eukaryota,2XBHJ@2836|Bacillariophyta	2836|Bacillariophyta	O	regulation of protein catabolic process	RPN1	-	-	ko:K03028	ko03050,ko05169,map03050,map05169	M00341	-	-	ko00000,ko00001,ko00002,ko03051	-	-	-	-
TARA_ARC_108_MAG_00212_000000000393_1	2850.Phatr49588	2.2e-61	230.0	2C3BR@1|root,2SS6X@2759|Eukaryota,2XFST@2836|Bacillariophyta	2836|Bacillariophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TARA_ARC_108_MAG_00212_000000000393_2	2850.Phatr48825	7.49e-47	176.0	2C4V2@1|root,2RWXX@2759|Eukaryota,2XE5T@2836|Bacillariophyta	2836|Bacillariophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TARA_ARC_108_MAG_00212_000000000393_3	2850.Phatr35595	1.36e-53	193.0	KOG4373@1|root,KOG4373@2759|Eukaryota,2XCMB@2836|Bacillariophyta	2836|Bacillariophyta	S	3'-5' exonuclease activity	-	-	-	-	-	-	-	-	-	-	-	-	-
TARA_ARC_108_MAG_00212_000000000393_5	159749.K0TL44	5.22e-33	141.0	COG4266@1|root,KOG0769@2759|Eukaryota,2XD6F@2836|Bacillariophyta	2836|Bacillariophyta	C	Belongs to the mitochondrial carrier (TC 2.A.29) family	-	-	-	-	-	-	-	-	-	-	-	-	Mito_carr
TARA_ARC_108_MAG_00212_000000000393_8	35128.Thaps23347	4.55e-70	230.0	2E0EJ@1|root,2S7V7@2759|Eukaryota,2XC5W@2836|Bacillariophyta	2836|Bacillariophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TARA_ARC_108_MAG_00212_000000000394_8	90675.XP_010418029.1	3.15e-07	52.8	COG5347@1|root,KOG0521@2759|Eukaryota,37MIK@33090|Viridiplantae,3GCAB@35493|Streptophyta	35493|Streptophyta	T	ADP-ribosylation factor GTPase-activating protein	-	-	-	ko:K12489	ko04144,map04144	-	-	-	ko00000,ko00001,ko04131,ko04147	-	-	-	Ank,Ank_2,Ank_3,Ank_5,ArfGap,BAR_3,PH
TARA_ARC_108_MAG_00212_000000000394_9	159749.K0SJD3	5.42e-06	52.0	COG5347@1|root,KOG0704@2759|Eukaryota,2XGRR@2836|Bacillariophyta	2836|Bacillariophyta	TUZ	Putative GTP-ase activating proteins for the small GTPase, ARF	-	-	-	-	-	-	-	-	-	-	-	-	ArfGap
TARA_ARC_108_MAG_00212_000000000394_11	159749.K0S008	2.11e-20	97.4	COG5347@1|root,KOG0704@2759|Eukaryota,2XDJ1@2836|Bacillariophyta	2836|Bacillariophyta	TUZ	Alpha/beta hydrolase family	-	-	-	-	-	-	-	-	-	-	-	-	Abhydrolase_5,ArfGap
TARA_ARC_108_MAG_00212_000000000394_12	2850.Phatr43996	7.87e-83	271.0	COG1774@1|root,KOG4679@2759|Eukaryota,2XBXA@2836|Bacillariophyta	2836|Bacillariophyta	S	PSP1 C-terminal conserved region	-	-	-	-	-	-	-	-	-	-	-	-	PSP1
TARA_ARC_108_MAG_00212_000000000395_1	2850.Phatr46220	1.07e-92	286.0	COG1355@1|root,KOG3086@2759|Eukaryota,2XEFQ@2836|Bacillariophyta	2836|Bacillariophyta	S	Memo-like protein	-	-	-	ko:K06990	-	-	-	-	ko00000,ko04812	-	-	-	Memo
