## Tue Jul 25 18:57:49 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_rt3iyzz6 --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_rt3iyzz6 --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM_rt3iyzz6/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype genome --genepred prodigal --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
TARA_ARC_108_MAG_00139_000000000108_3	1300350.DSW25_07260	8.26e-316	861.0	COG1249@1|root,COG1249@2|Bacteria,1MU2Z@1224|Proteobacteria,2TQS7@28211|Alphaproteobacteria,3ZW02@60136|Sulfitobacter	28211|Alphaproteobacteria	C	Belongs to the class-I pyridine nucleotide-disulfide oxidoreductase family	gor	GO:0000166,GO:0000302,GO:0000305,GO:0003674,GO:0005488,GO:0005507,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006950,GO:0006979,GO:0008144,GO:0008150,GO:0009507,GO:0009532,GO:0009536,GO:0009570,GO:0009987,GO:0010035,GO:0017076,GO:0019725,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0042221,GO:0042592,GO:0043167,GO:0043168,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0045454,GO:0046872,GO:0046914,GO:0050789,GO:0050794,GO:0050896,GO:0065007,GO:0065008,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901700	1.8.1.7	ko:K00383	ko00480,ko04918,map00480,map04918	-	R00094,R00115	RC00011	ko00000,ko00001,ko01000	-	-	-	Pyr_redox_2,Pyr_redox_dim
TARA_ARC_108_MAG_00139_000000000108_4	1300350.DSW25_07255	1.96e-179	500.0	COG0120@1|root,COG0120@2|Bacteria,1MVGR@1224|Proteobacteria,2TU68@28211|Alphaproteobacteria,3ZV34@60136|Sulfitobacter	28211|Alphaproteobacteria	G	Catalyzes the reversible conversion of ribose-5- phosphate to ribulose 5-phosphate	rpiA	-	5.3.1.6	ko:K01807	ko00030,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00710,map01100,map01110,map01120,map01130,map01200,map01230	M00004,M00007,M00165,M00167,M00580	R01056	RC00434	ko00000,ko00001,ko00002,ko01000	-	-	-	Rib_5-P_isom_A
TARA_ARC_108_MAG_00139_000000000108_5	1300350.DSW25_07245	6.58e-127	365.0	COG0625@1|root,COG0625@2|Bacteria,1R5G8@1224|Proteobacteria,2TVIS@28211|Alphaproteobacteria,3ZWMP@60136|Sulfitobacter	28211|Alphaproteobacteria	O	Glutathione S-transferase, N-terminal domain	-	-	2.5.1.18	ko:K00799,ko:K11208	ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418	-	R03522,R07002,R07003,R07004,R07023,R07024,R07025,R07026,R07069,R07070,R07083,R07084,R07091,R07092,R07093,R07094,R07100,R07113,R07116,R08280,R09409,R11905	RC00004,RC00069,RC00840,RC00948,RC01704,RC01705,RC01706,RC01758,RC01759,RC01765,RC01767,RC01769,RC02243,RC02527,RC02939,RC02940,RC02942,RC02943,RC02944	ko00000,ko00001,ko01000,ko02000	1.A.12.2.2,1.A.12.3.2	-	-	GST_C_2,GST_N,GST_N_3
TARA_ARC_108_MAG_00139_000000000108_6	1300350.DSW25_07240	1.53e-304	833.0	COG1760@1|root,COG1760@2|Bacteria,1MUZN@1224|Proteobacteria,2TR3D@28211|Alphaproteobacteria,3ZWJR@60136|Sulfitobacter	28211|Alphaproteobacteria	E	Serine dehydratase beta chain	sdaA	-	4.3.1.17	ko:K01752	ko00260,ko00270,ko01100,ko01110,ko01130,ko01200,ko01230,map00260,map00270,map01100,map01110,map01130,map01200,map01230	-	R00220,R00590	RC00331,RC02600	ko00000,ko00001,ko01000	-	-	-	SDH_alpha,SDH_beta
TARA_ARC_108_MAG_00139_000000000108_7	1123059.KB823014_gene248	1.04e-43	147.0	COG0693@1|root,COG0693@2|Bacteria,1MVTT@1224|Proteobacteria,2TT0C@28211|Alphaproteobacteria,43X9U@69657|Hyphomonadaceae	28211|Alphaproteobacteria	S	DJ-1/PfpI family	-	-	-	-	-	-	-	-	-	-	-	-	DJ-1_PfpI
TARA_ARC_108_MAG_00139_000000000109_1	1300350.DSW25_10775	0.0	1123.0	COG0046@1|root,COG0046@2|Bacteria,1MYN4@1224|Proteobacteria,2TRGM@28211|Alphaproteobacteria,3ZV41@60136|Sulfitobacter	28211|Alphaproteobacteria	F	Part of the phosphoribosylformylglycinamidine synthase complex involved in the purines biosynthetic pathway. Catalyzes the ATP-dependent conversion of formylglycinamide ribonucleotide (FGAR) and glutamine to yield formylglycinamidine ribonucleotide (FGAM) and glutamate. The FGAM synthase complex is composed of three subunits. PurQ produces an ammonia molecule by converting glutamine to glutamate. PurL transfers the ammonia molecule to FGAR to form FGAM in an ATP-dependent manner. PurS interacts with PurQ and PurL and is thought to assist in the transfer of the ammonia molecule from PurQ to PurL	purL	-	6.3.5.3	ko:K01952	ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130	M00048	R04463	RC00010,RC01160	ko00000,ko00001,ko00002,ko01000	-	-	-	AIRS,AIRS_C
TARA_ARC_108_MAG_00139_000000000109_2	1300350.DSW25_10770	5.49e-282	773.0	COG3552@1|root,COG3552@2|Bacteria,1MUHH@1224|Proteobacteria,2TSXR@28211|Alphaproteobacteria,3ZX1E@60136|Sulfitobacter	28211|Alphaproteobacteria	S	VWA domain containing CoxE-like protein	MA20_09405	-	-	ko:K07161	-	-	-	-	ko00000	-	-	-	VWA_CoxE
TARA_ARC_108_MAG_00139_000000000109_3	1300350.DSW25_10765	3.99e-203	563.0	COG0714@1|root,COG0714@2|Bacteria,1MV5I@1224|Proteobacteria,2TREB@28211|Alphaproteobacteria,3ZWC4@60136|Sulfitobacter	28211|Alphaproteobacteria	S	AAA domain (dynein-related subfamily)	MA20_09400	-	-	-	-	-	-	-	-	-	-	-	AAA_5
TARA_ARC_108_MAG_00139_000000000109_4	1300350.DSW25_10760	3.11e-236	652.0	COG0463@1|root,COG0463@2|Bacteria,1R58R@1224|Proteobacteria,2TVE5@28211|Alphaproteobacteria,3ZW8F@60136|Sulfitobacter	28211|Alphaproteobacteria	M	Glycosyltransferase family 92	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_tranf_2_4
TARA_ARC_108_MAG_00139_000000000109_5	1300350.DSW25_10755	1.74e-133	380.0	COG3914@1|root,COG3914@2|Bacteria,1RC2I@1224|Proteobacteria,2U5BE@28211|Alphaproteobacteria,3ZVJF@60136|Sulfitobacter	28211|Alphaproteobacteria	O	O-linked N-acetylglucosamine transferase SPINDLY family	-	-	-	-	-	-	-	-	-	-	-	-	-
TARA_ARC_108_MAG_00139_000000000110_1	391626.OAN307_c30950	2.79e-105	318.0	COG3547@1|root,COG3547@2|Bacteria,1MXKJ@1224|Proteobacteria,2U2G6@28211|Alphaproteobacteria	28211|Alphaproteobacteria	L	transposase IS116 IS110 IS902 family protein	-	-	-	ko:K07486	-	-	-	-	ko00000	-	-	-	DEDD_Tnp_IS110,Transposase_20
TARA_ARC_108_MAG_00139_000000000110_2	1443111.JASG01000004_gene1450	0.0	1252.0	COG0022@1|root,COG1071@1|root,COG0022@2|Bacteria,COG1071@2|Bacteria,1P31Y@1224|Proteobacteria,2TQTU@28211|Alphaproteobacteria,3ZUW3@60136|Sulfitobacter	28211|Alphaproteobacteria	C	Transketolase, pyrimidine binding domain	-	-	1.2.4.4	ko:K11381	ko00280,ko00640,ko01100,ko01110,ko01130,map00280,map00640,map01100,map01110,map01130	M00036	R07599,R07600,R07601,R07602,R07603,R07604,R10996,R10997	RC00027,RC00627,RC02743,RC02883,RC02949,RC02953	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	E1_dh,Transket_pyr,Transketolase_C
TARA_ARC_108_MAG_00139_000000000110_3	1300350.DSW25_15770	5.02e-186	524.0	COG0331@1|root,COG0331@2|Bacteria,1MW5Y@1224|Proteobacteria,2TT74@28211|Alphaproteobacteria,3ZYRI@60136|Sulfitobacter	28211|Alphaproteobacteria	I	Acyl-carrier-protein s-malonyltransferase	-	-	2.3.1.39	ko:K00645	ko00061,ko00333,ko01100,ko01130,ko01212,map00061,map00333,map01100,map01130,map01212	M00082	R01626,R11671	RC00004,RC00039,RC02727	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	-
TARA_ARC_108_MAG_00139_000000000110_4	1300350.DSW25_15765	1.53e-146	414.0	COG0745@1|root,COG0745@2|Bacteria,1MY2Z@1224|Proteobacteria,2TRFZ@28211|Alphaproteobacteria,3ZWGG@60136|Sulfitobacter	28211|Alphaproteobacteria	T	Transcriptional regulatory protein, C terminal	phoB	-	-	ko:K07657	ko02020,map02020	M00434	-	-	ko00000,ko00001,ko00002,ko02022	-	-	-	Response_reg,Trans_reg_C
TARA_ARC_108_MAG_00139_000000000110_5	1443111.JASG01000004_gene1453	5.13e-137	391.0	COG0704@1|root,COG0704@2|Bacteria,1MUMI@1224|Proteobacteria,2TQMN@28211|Alphaproteobacteria,3ZVI4@60136|Sulfitobacter	28211|Alphaproteobacteria	P	Plays a role in the regulation of phosphate uptake	phoU	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008150,GO:0009892,GO:0010563,GO:0010966,GO:0019220,GO:0019222,GO:0031323,GO:0031324,GO:0032879,GO:0034762,GO:0034763,GO:0034765,GO:0034766,GO:0042802,GO:0042803,GO:0043269,GO:0043271,GO:0044070,GO:0044424,GO:0044464,GO:0045936,GO:0046983,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051049,GO:0051051,GO:0051174,GO:0065007,GO:1903792,GO:1903795,GO:1903796,GO:1903959,GO:1903960,GO:2000185,GO:2000186	-	ko:K02039	-	-	-	-	ko00000	-	-	-	PhoU
TARA_ARC_108_MAG_00139_000000000110_6	1300350.DSW25_15755	2.12e-180	503.0	COG1117@1|root,COG1117@2|Bacteria,1MU16@1224|Proteobacteria,2TQX9@28211|Alphaproteobacteria,3ZWIH@60136|Sulfitobacter	28211|Alphaproteobacteria	P	Part of the ABC transporter complex PstSACB involved in phosphate import. Responsible for energy coupling to the transport system	pstB	-	3.6.3.27	ko:K02036	ko02010,map02010	M00222	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.7	-	-	ABC_tran
TARA_ARC_108_MAG_00139_000000000110_7	1300350.DSW25_15750	1.02e-257	712.0	COG0581@1|root,COG0581@2|Bacteria,1MUWB@1224|Proteobacteria,2TQYQ@28211|Alphaproteobacteria,3ZVXM@60136|Sulfitobacter	28211|Alphaproteobacteria	P	Domain of unknown function (DUF3333)	pstA	-	-	ko:K02038	ko02010,map02010	M00222	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.7	-	-	BPD_transp_1,DUF3333
TARA_ARC_108_MAG_00139_000000000111_1	391589.RGAI101_1693	7.53e-143	421.0	COG3211@1|root,COG3211@2|Bacteria,1MU8T@1224|Proteobacteria,2TRVM@28211|Alphaproteobacteria,2P2R5@2433|Roseobacter	28211|Alphaproteobacteria	S	phosphatase	-	-	-	ko:K07093	-	-	-	-	ko00000	-	-	-	DUF839
TARA_ARC_108_MAG_00139_000000000111_2	1443111.JASG01000004_gene1062	5.18e-256	705.0	COG3844@1|root,COG3844@2|Bacteria,1MUKN@1224|Proteobacteria,2TR62@28211|Alphaproteobacteria,3ZW3Q@60136|Sulfitobacter	28211|Alphaproteobacteria	E	Catalyzes the cleavage of L-kynurenine (L-Kyn) and L-3- hydroxykynurenine (L-3OHKyn) into anthranilic acid (AA) and 3- hydroxyanthranilic acid (3-OHAA), respectively	kynU	-	3.7.1.3	ko:K01556	ko00380,ko01100,map00380,map01100	M00038	R00987,R02668,R03936	RC00284,RC00415	ko00000,ko00001,ko00002,ko01000	-	-	-	Aminotran_5
TARA_ARC_108_MAG_00139_000000000111_3	1300350.DSW25_08135	2.53e-177	496.0	COG3483@1|root,COG3483@2|Bacteria,1MW68@1224|Proteobacteria,2TRXV@28211|Alphaproteobacteria,3ZW1S@60136|Sulfitobacter	28211|Alphaproteobacteria	E	Heme-dependent dioxygenase that catalyzes the oxidative cleavage of the L-tryptophan (L-Trp) pyrrole ring and converts L- tryptophan to N-formyl-L-kynurenine. Catalyzes the oxidative cleavage of the indole moiety	kynA	GO:0003674,GO:0003824,GO:0004833,GO:0005488,GO:0006082,GO:0006084,GO:0006139,GO:0006163,GO:0006520,GO:0006568,GO:0006569,GO:0006576,GO:0006586,GO:0006637,GO:0006725,GO:0006732,GO:0006753,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009063,GO:0009072,GO:0009074,GO:0009117,GO:0009150,GO:0009259,GO:0009308,GO:0009310,GO:0009987,GO:0016043,GO:0016054,GO:0016491,GO:0016701,GO:0016702,GO:0019439,GO:0019441,GO:0019442,GO:0019637,GO:0019693,GO:0019752,GO:0020037,GO:0022607,GO:0033865,GO:0033875,GO:0034032,GO:0034641,GO:0035383,GO:0042180,GO:0042402,GO:0042430,GO:0042436,GO:0042537,GO:0043436,GO:0043603,GO:0043933,GO:0044085,GO:0044106,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044282,GO:0046218,GO:0046395,GO:0046483,GO:0046700,GO:0046906,GO:0048037,GO:0051186,GO:0051213,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0055086,GO:0055114,GO:0065003,GO:0070189,GO:0071704,GO:0071840,GO:0072521,GO:0097159,GO:1901135,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606	1.13.11.11	ko:K00453	ko00380,ko01100,map00380,map01100	M00038	R00678	RC00356	ko00000,ko00001,ko00002,ko01000	-	-	-	Trp_dioxygenase
TARA_ARC_108_MAG_00139_000000000111_4	1300350.DSW25_08130	4.62e-114	333.0	28H7R@1|root,2Z7JV@2|Bacteria,1MY9Z@1224|Proteobacteria,2TR4G@28211|Alphaproteobacteria,3ZVHH@60136|Sulfitobacter	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TARA_ARC_108_MAG_00139_000000000112_1	1300350.DSW25_02065	2.03e-99	294.0	COG1968@1|root,COG1968@2|Bacteria,1MX02@1224|Proteobacteria,2TSUR@28211|Alphaproteobacteria,3ZWU8@60136|Sulfitobacter	28211|Alphaproteobacteria	V	Catalyzes the dephosphorylation of undecaprenyl diphosphate (UPP). Confers resistance to bacitracin	uppP	-	3.6.1.27	ko:K06153	ko00550,map00550	-	R05627	RC00002	ko00000,ko00001,ko01000,ko01011	-	-	-	BacA
TARA_ARC_108_MAG_00139_000000000112_2	1300350.DSW25_02070	0.0	920.0	COG0493@1|root,COG0493@2|Bacteria,1MU2H@1224|Proteobacteria,2TSE2@28211|Alphaproteobacteria,3ZWBM@60136|Sulfitobacter	28211|Alphaproteobacteria	E	Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster	gltD	-	1.4.1.13,1.4.1.14	ko:K00266	ko00250,ko00910,ko01100,ko01110,ko01120,ko01130,ko01230,map00250,map00910,map01100,map01110,map01120,map01130,map01230	-	R00093,R00114,R00248	RC00006,RC00010,RC02799	ko00000,ko00001,ko01000	-	-	-	Fer4_20,Pyr_redox_2
TARA_ARC_108_MAG_00139_000000000112_3	1342299.Z947_568	2.84e-63	196.0	COG3791@1|root,COG3791@2|Bacteria,1N0KM@1224|Proteobacteria,2UBTK@28211|Alphaproteobacteria,3ZXP0@60136|Sulfitobacter	28211|Alphaproteobacteria	S	Glutathione-dependent formaldehyde-activating enzyme	-	-	-	-	-	-	-	-	-	-	-	-	GFA
TARA_ARC_108_MAG_00139_000000000112_4	1300350.DSW25_02075	0.0	2806.0	COG0067@1|root,COG0069@1|root,COG0070@1|root,COG0067@2|Bacteria,COG0069@2|Bacteria,COG0070@2|Bacteria,1MU7B@1224|Proteobacteria,2TRHQ@28211|Alphaproteobacteria,3ZWFG@60136|Sulfitobacter	28211|Alphaproteobacteria	E	glutamate synthase	gltB	-	1.4.1.13,1.4.1.14,1.4.7.1	ko:K00265,ko:K00284	ko00250,ko00630,ko00910,ko01100,ko01110,ko01120,ko01130,ko01230,map00250,map00630,map00910,map01100,map01110,map01120,map01130,map01230	-	R00021,R00093,R00114,R00248,R10086	RC00006,RC00010,RC02799	ko00000,ko00001,ko01000	-	-	-	GATase_2,GXGXG,Glu_syn_central,Glu_synthase
TARA_ARC_108_MAG_00139_000000000112_5	1443111.JASG01000004_gene3172	2.39e-151	433.0	COG2931@1|root,COG2931@2|Bacteria,1RAZE@1224|Proteobacteria,2U612@28211|Alphaproteobacteria,3ZYU4@60136|Sulfitobacter	28211|Alphaproteobacteria	Q	Hint domain	-	-	-	-	-	-	-	-	-	-	-	-	Hint_2
TARA_ARC_108_MAG_00139_000000000112_6	1300350.DSW25_02080	6.38e-120	348.0	COG0744@1|root,COG0744@2|Bacteria,1RDAQ@1224|Proteobacteria,2U0NP@28211|Alphaproteobacteria,3ZUXZ@60136|Sulfitobacter	28211|Alphaproteobacteria	M	Peptidoglycan polymerase that catalyzes glycan chain elongation from lipid-linked precursors	mtgA	-	2.4.1.129	ko:K03814	ko00550,map00550	-	-	-	ko00000,ko00001,ko01000,ko01003,ko01011	-	GT51	-	Transgly
TARA_ARC_108_MAG_00139_000000000113_1	1380367.JIBC01000006_gene400	1.81e-58	183.0	COG2010@1|root,COG2010@2|Bacteria,1MZSK@1224|Proteobacteria,2UC5Q@28211|Alphaproteobacteria,3ZX9N@60136|Sulfitobacter	28211|Alphaproteobacteria	C	Cytochrome C oxidase, cbb3-type, subunit III	-	-	-	-	-	-	-	-	-	-	-	-	Cytochrom_C,Cytochrome_CBB3
TARA_ARC_108_MAG_00139_000000000113_2	314270.RB2083_1804	1.84e-41	139.0	COG2372@1|root,COG2372@2|Bacteria,1NBCA@1224|Proteobacteria,2VAX2@28211|Alphaproteobacteria,3ZHVB@58840|unclassified Rhodobacteraceae	28211|Alphaproteobacteria	S	protein, homolog of Cu resistance protein CopC	-	-	-	-	-	-	-	-	-	-	-	-	CopC
TARA_ARC_108_MAG_00139_000000000113_3	314270.RB2083_4148	2.64e-134	388.0	COG1276@1|root,COG1276@2|Bacteria,1MXGC@1224|Proteobacteria,2TVGX@28211|Alphaproteobacteria,3ZHT4@58840|unclassified Rhodobacteraceae	28211|Alphaproteobacteria	P	Copper resistance protein D	ycnJ	-	-	ko:K07245,ko:K14166	-	-	-	-	ko00000,ko02000	9.B.62.1	-	-	CopC,CopD
TARA_ARC_108_MAG_00139_000000000113_4	314270.RB2083_796	6.25e-76	229.0	COG2010@1|root,COG2010@2|Bacteria,1RGXM@1224|Proteobacteria,2U95Y@28211|Alphaproteobacteria,3ZHRH@58840|unclassified Rhodobacteraceae	28211|Alphaproteobacteria	C	Cytochrome c, mono-and diheme variants family	-	-	-	-	-	-	-	-	-	-	-	-	Cytochrome_CBB3
TARA_ARC_108_MAG_00139_000000000114_1	388401.RB2150_08488	1.19e-100	310.0	COG4191@1|root,COG4191@2|Bacteria,1RCM9@1224|Proteobacteria,2TR8X@28211|Alphaproteobacteria,3ZGPC@58840|unclassified Rhodobacteraceae	28211|Alphaproteobacteria	T	signal transduction histidine kinase	-	-	2.7.13.3	ko:K10125	ko02020,map02020	M00504	-	-	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022	-	-	-	HATPase_c,HisKA,dCache_1
TARA_ARC_108_MAG_00139_000000000114_2	388401.RB2150_08483	3.33e-256	710.0	COG2204@1|root,COG2204@2|Bacteria,1MU0N@1224|Proteobacteria,2TQPG@28211|Alphaproteobacteria,3ZGA9@58840|unclassified Rhodobacteraceae	28211|Alphaproteobacteria	T	COG2204 Response regulator containing CheY-like receiver, AAA-type ATPase, and DNA-binding domains	-	-	-	ko:K10126	ko02020,map02020	M00504	-	-	ko00000,ko00001,ko00002,ko02022	-	-	-	HTH_8,Response_reg,Sigma54_activat
TARA_ARC_108_MAG_00139_000000000114_3	388401.RB2150_08478	1.06e-210	586.0	COG2358@1|root,COG2358@2|Bacteria,1NSTZ@1224|Proteobacteria,2U1C4@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	TRAP transporter solute receptor TAXI family	-	-	-	ko:K07080	-	-	-	-	ko00000	-	-	-	NMT1_3
TARA_ARC_108_MAG_00139_000000000114_4	388401.RB2150_08473	5.34e-165	482.0	COG4666@1|root,COG4666@2|Bacteria,1MUNB@1224|Proteobacteria,2TQY9@28211|Alphaproteobacteria,3ZG4B@58840|unclassified Rhodobacteraceae	28211|Alphaproteobacteria	S	transport system	-	-	-	-	-	-	-	-	-	-	-	-	DctM
TARA_ARC_108_MAG_00139_000000000115_1	1123360.thalar_00431	5.47e-38	133.0	COG1028@1|root,COG1028@2|Bacteria,1MXTP@1224|Proteobacteria,2TQST@28211|Alphaproteobacteria	28211|Alphaproteobacteria	IQ	Short-chain dehydrogenase reductase sdr	-	-	1.1.1.120,1.1.1.175,1.1.1.48	ko:K22185,ko:K22215	ko00040,ko00052,ko01100,map00040,map00052,map01100	-	R01094,R01097,R01429	RC00066,RC00161	ko00000,ko00001,ko01000	-	-	-	adh_short_C2
TARA_ARC_108_MAG_00139_000000000115_2	1300350.DSW25_11920	1.94e-162	461.0	COG3734@1|root,COG3734@2|Bacteria,1MWGX@1224|Proteobacteria,2TTG8@28211|Alphaproteobacteria,3ZW4F@60136|Sulfitobacter	28211|Alphaproteobacteria	G	2-keto-3-deoxy-galactonokinase	dgoK	-	2.7.1.58	ko:K00883	ko00052,ko01100,map00052,map01100	M00552	R03387	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	DGOK
TARA_ARC_108_MAG_00139_000000000115_3	1300350.DSW25_11925	1.15e-114	332.0	COG0800@1|root,COG0800@2|Bacteria,1RD0T@1224|Proteobacteria,2U7AQ@28211|Alphaproteobacteria,3ZX9M@60136|Sulfitobacter	28211|Alphaproteobacteria	G	KDPG and KHG aldolase	dgoA	GO:0003674,GO:0003824,GO:0005975,GO:0006082,GO:0008150,GO:0008152,GO:0008674,GO:0009056,GO:0009987,GO:0016052,GO:0016054,GO:0016829,GO:0016830,GO:0016832,GO:0019520,GO:0019583,GO:0019584,GO:0019752,GO:0032787,GO:0034192,GO:0034194,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044262,GO:0044275,GO:0044281,GO:0044282,GO:0046176,GO:0046395,GO:0071704,GO:0072329,GO:1901575	4.1.2.21	ko:K01631	ko00052,ko01100,map00052,map01100	M00552	R01064	RC00307,RC00435	ko00000,ko00001,ko00002,ko01000	-	-	-	Aldolase
TARA_ARC_108_MAG_00139_000000000115_4	1300350.DSW25_11930	3.49e-157	446.0	COG3386@1|root,COG3386@2|Bacteria,1MWTR@1224|Proteobacteria,2TV5X@28211|Alphaproteobacteria,3ZV1E@60136|Sulfitobacter	28211|Alphaproteobacteria	G	SMP-30/Gluconolaconase/LRE-like region	-	-	3.1.1.15	ko:K13874	ko00053,ko01100,map00053,map01100	-	R02526	RC00537	ko00000,ko00001,ko01000	-	-	-	SGL
TARA_ARC_108_MAG_00139_000000000115_5	1300350.DSW25_11935	0.0	1072.0	COG1874@1|root,COG1874@2|Bacteria,1MUVR@1224|Proteobacteria,2TTC5@28211|Alphaproteobacteria,3ZWUQ@60136|Sulfitobacter	28211|Alphaproteobacteria	G	Beta-galactosidase trimerisation domain	bgaB	-	3.2.1.23	ko:K12308	ko00052,map00052	-	R01105	RC00452	ko00000,ko00001,ko01000	-	-	-	Glyco_hydro_42,Glyco_hydro_42C,Glyco_hydro_42M
TARA_ARC_108_MAG_00139_000000000115_6	1123360.thalar_00315	5.81e-97	297.0	COG2017@1|root,COG2017@2|Bacteria,1MVMN@1224|Proteobacteria,2TTJ7@28211|Alphaproteobacteria	28211|Alphaproteobacteria	G	Converts alpha-aldose to the beta-anomer	galM	GO:0003674,GO:0003824,GO:0004034,GO:0005975,GO:0005996,GO:0006006,GO:0006012,GO:0008150,GO:0008152,GO:0009056,GO:0016052,GO:0016853,GO:0016854,GO:0016857,GO:0019318,GO:0019320,GO:0019388,GO:0033499,GO:0044238,GO:0044281,GO:0044282,GO:0046365,GO:0071704,GO:1901575	5.1.3.3	ko:K01785	ko00010,ko00052,ko01100,ko01110,ko01120,ko01130,map00010,map00052,map01100,map01110,map01120,map01130	M00632	R01602,R10619	RC00563	ko00000,ko00001,ko00002,ko01000	-	-	-	Aldose_epim
TARA_ARC_108_MAG_00139_000000000115_7	1300350.DSW25_11955	8.55e-137	395.0	COG0647@1|root,COG0647@2|Bacteria,1MU9Y@1224|Proteobacteria,2TYM2@28211|Alphaproteobacteria,3ZUTU@60136|Sulfitobacter	28211|Alphaproteobacteria	G	Haloacid dehalogenase-like hydrolase	-	-	-	-	-	-	-	-	-	-	-	-	Hydrolase_6,Hydrolase_like
TARA_ARC_108_MAG_00139_000000000115_8	1300350.DSW25_11960	2.02e-159	455.0	COG0584@1|root,COG0584@2|Bacteria,1MU8H@1224|Proteobacteria,2U6EI@28211|Alphaproteobacteria,3ZWVQ@60136|Sulfitobacter	28211|Alphaproteobacteria	C	Glycerophosphoryl diester phosphodiesterase family	-	-	-	-	-	-	-	-	-	-	-	-	DUF4996,GDPD
TARA_ARC_108_MAG_00139_000000000115_9	1300350.DSW25_11965	2.66e-55	182.0	COG3842@1|root,COG3842@2|Bacteria,1MU3I@1224|Proteobacteria,2TQQJ@28211|Alphaproteobacteria,3ZUZV@60136|Sulfitobacter	28211|Alphaproteobacteria	E	TOBE domain	ugpC	GO:0003674,GO:0003824,GO:0005215,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0008509,GO:0008514,GO:0015075,GO:0015169,GO:0015399,GO:0015405,GO:0015430,GO:0015605,GO:0015711,GO:0015748,GO:0015794,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022804,GO:0022857,GO:0034220,GO:0042623,GO:0042626,GO:0043492,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0098656,GO:1901264,GO:1901505	3.6.3.20	ko:K05816	ko02010,map02010	M00198	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.1.3	-	-	ABC_tran,TOBE_2
TARA_ARC_108_MAG_00139_000000000116_1	1300350.DSW25_10565	5.08e-247	692.0	COG0513@1|root,COG0513@2|Bacteria,1MU49@1224|Proteobacteria,2TR6Q@28211|Alphaproteobacteria,3ZV4G@60136|Sulfitobacter	28211|Alphaproteobacteria	L	helicase superfamily c-terminal domain	rhlE	-	3.6.4.13	ko:K03732,ko:K11927	ko03018,map03018	M00394	-	-	ko00000,ko00001,ko00002,ko01000,ko03019	-	-	-	DEAD,Helicase_C
